Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,BA,BA,BA,BA,BA,,,
2020-09-11,2020,9,11,Friday,36,2020-36,158.0,161.36,156.32,160.23,14722400,0.01610750996770771,169.51428571428573,172.81579999999997
2020-09-14,2020,9,14,Monday,37,2020-37,161.75,165.94,158.9,165.35,17228400,0.03195413163889005,168.5914285714286,172.5066
2020-09-15,2020,9,15,Tuesday,37,2020-37,166.65,168.84,163.33,163.49,14881700,-0.011248869317773913,167.78857142857143,172.0182
2020-09-16,2020,9,16,Wednesday,37,2020-37,161.95,170.57,160.31,167.46,21851400,0.02428283740481696,167.47142857142856,171.78979999999999
2020-09-17,2020,9,17,Thursday,37,2020-37,164.63,168.46,161.05,167.53,19717800,0.00041796287246831376,166.99499999999998,171.53879999999998
2020-09-18,2020,9,18,Friday,37,2020-37,165.66,169.72,161.02,161.14,22057100,-0.03814241888741721,165.94785714285715,171.29600000000002
2020-09-21,2020,9,21,Monday,38,2020-38,157.83,158.83,154.2,156.35,23125300,-0.02972566280424427,164.84285714285713,170.85420000000002
2020-09-22,2020,9,22,Tuesday,38,2020-38,156.81,160.07,154.95,156.8,17768900,0.002878138347780057,163.75,170.4772
2020-09-23,2020,9,23,Wednesday,38,2020-38,157.33,160.42,150.89,151.18,18247500,-0.03584190221043215,162.0642857142857,169.9016
2020-09-24,2020,9,24,Thursday,38,2020-38,150.29,150.31,145.02,146.05,27098100,-0.033932992939251894,160.44142857142856,169.0638
2020-09-25,2020,9,25,Friday,38,2020-38,146.85,156.31,146.42,156.03,29123000,0.06833273207123658,159.36857142857144,168.6104
2020-09-28,2020,9,28,Monday,39,2020-39,160.33,168.0,159.2,166.08,38868200,0.06441071031458168,159.7257142857143,168.4188
2020-09-29,2020,9,29,Tuesday,39,2020-39,164.77,165.5,162.01,163.6,19874700,-0.014932536730471901,159.92714285714285,168.2024
2020-09-30,2020,9,30,Wednesday,39,2020-39,164.5,170.98,164.11,165.26,38436700,0.01014662800360755,160.46785714285716,167.935
2020-10-01,2020,10,1,Thursday,39,2020-39,170.15,172.76,165.57,167.86,30677100,0.015732822158650572,161.01285714285714,167.69639999999998
2020-10-02,2020,10,2,Friday,39,2020-39,161.86,169.78,161.8,168.08,31773800,0.00131062325689979,161.20785714285714,167.52899999999997
2020-10-05,2020,10,5,Monday,40,2020-40,169.49,172.08,167.51,171.2,19082100,0.018562559990471517,161.75857142857146,167.4778
